Exch,ExchType,Scripcode,Name,Series,Expiry,CpType,StrikeRate,WireCat,ISIN,FullName
N,C,11140,SUMIT,EQ,1980-01-01 00:00:00,XX,0,Z,INE748Z01013,SUMIT WOODS LIMITED
N,C,11149,SHRENIK,EQ,1980-01-01 00:00:00,XX,0,Z,INE632X01030,SHRENIK LIMITED
N,C,11165,COFFEEDAY,EQ,1980-01-01 00:00:00,XX,0,Z,INE335K01011,COFFEE DAY ENTERPRISE LTD
N,C,11184,IDFCFIRSTB,EQ,1980-01-01 00:00:00,XX,0,B,INE092T01019,IDFC FIRST BANK LIMITED
N,C,11195,INDIGO,EQ,1980-01-01 00:00:00,XX,0,A,INE646L01027,INTERGLOBE AVIATION LTD
N,C,11212,SHK,EQ,1980-01-01 00:00:00,XX,0,B,INE500L01026,S H KELKAR AND CO. LTD.
N,C,11220,VARDHACRLC,EQ,1980-01-01 00:00:00,XX,0,D,INE116G01013,VARDHAMAN ACRYLICS LTD
N,C,11223,UCOBANK,EQ,1980-01-01 00:00:00,XX,0,B,INE691A01018,UCO BANK
N,C,11233,SUVEN,EQ,1980-01-01 00:00:00,XX,0,C,INE495B01038,SUVEN LIFE SCIENCES LTD
N,C,11236,JSL,EQ,1980-01-01 00:00:00,XX,0,C,INE220G01021,JINDAL STAINLESS LIMITED
N,C,11239,NSIL,EQ,1980-01-01 00:00:00,XX,0,Z,INE023A01030,NALWA SONS INVESTMENT LTD
N,C,11253,WELSPUNIND,EQ,1980-01-01 00:00:00,XX,0,C,INE192B01031,WELSPUN INDIA LTD
N,C,11256,JAIBALAJI,EQ,1980-01-01 00:00:00,XX,0,Z,INE091G01018,JAI BALAJI INDUSTRIES LTD
N,C,11262,IGL,EQ,1980-01-01 00:00:00,XX,0,A,INE203G01027,INDRAPRASTHA GAS LTD
N,C,11265,TVSELECT,EQ,1980-01-01 00:00:00,XX,0,Z,INE236G01019,TVS ELECTRONICS LTD
N,C,11271,DREDGECORP,EQ,1980-01-01 00:00:00,XX,0,C,INE506A01018,DREDGING CORP OF INDIA
N,C,11275,TVTODAY,EQ,1980-01-01 00:00:00,XX,0,C,INE038F01029,TV TODAY NETWORK LTD
N,C,11287,UPL,EQ,1980-01-01 00:00:00,XX,0,E,INE628A01036,UPL LIMITED
N,C,11293,UNIENTER,EQ,1980-01-01 00:00:00,XX,0,Z,INE037A01022,UNIPHOS ENTERPRISES LTD
N,C,11301,LUXIND,EQ,1980-01-01 00:00:00,XX,0,B,INE150G01020,LUX INDUSTRIES LIMITED
N,C,11309,BALAXI,EQ,1980-01-01 00:00:00,XX,0,Z,INE618N01014,BALAXI PHARMA LTD
N,C,11319,LICNETFN50,EQ,1980-01-01 00:00:00,XX,0,Z,INF767K01OS7,LICNAMC - LICNFENGP
N,C,11325,MUKANDLTD,EQ,1980-01-01 00:00:00,XX,0,Z,INE304A01026,MUKAND LTD.
N,C,11343,AFFLE,EQ,1980-01-01 00:00:00,XX,0,B,INE00WC01027,AFFLE (INDIA) LIMITED
N,C,11351,PETRONET,EQ,1980-01-01 00:00:00,XX,0,A,INE347G01014,PETRONET LNG LIMITED
N,C,11355,PTC,EQ,1980-01-01 00:00:00,XX,0,B,INE877F01012,PTC INDIA LIMITED
N,C,11359,DHANBANK,EQ,1980-01-01 00:00:00,XX,0,Z,INE680A01011,DHANLAXMI BANK LIMITED
N,C,11364,VAIBHAVGBL,EQ,1980-01-01 00:00:00,XX,0,B,INE884A01027,VAIBHAV GLOBAL LIMITED
N,C,11369,TTKHLTCARE,EQ,1980-01-01 00:00:00,XX,0,D,INE910C01018,TTK HEALTHCARE LIMITED
N,C,11373,BIOCON,EQ,1980-01-01 00:00:00,XX,0,A,INE376G01013,BIOCON LIMITED.
N,C,11377,MAHABANK,EQ,1980-01-01 00:00:00,XX,0,C,INE457A01014,BANK OF MAHARASHTRA
N,C,11386,ICICIBANKP,EQ,1980-01-01 00:00:00,XX,0,A,INF109KC1E35,ICICIPRAMC - ICICIBANKP
N,C,11387,UMANGDAIRY,EQ,1980-01-01 00:00:00,XX,0,Z,INE864B01027,UMANG DAIRIES LIMITED
N,C,11394,ZOTA,EQ,1980-01-01 00:00:00,XX,0,Z,INE358U01012,ZOTA HEALTH CARE LIMITED
N,C,11399,SALZERELEC,EQ,1980-01-01 00:00:00,XX,0,Z,INE457F01013,SALZER ELECTRONICS LTD
N,C,11403,POONAWALLA,EQ,1980-01-01 00:00:00,XX,0,C,INE511C01022,POONAWALLA FINCORP LTD
N,C,11407,XPROINDIA,EQ,1980-01-01 00:00:00,XX,0,Z,INE445C01015,XPRO INDIA LIMITED
N,C,11411,RKFORGE,EQ,1980-01-01 00:00:00,XX,0,C,INE399G01015,RAMKRISHNA FORGINGS LTD
N,C,11423,DATAMATICS,EQ,1980-01-01 00:00:00,XX,0,C,INE365B01017,DATAMATICS GLOBAL SER LTD
N,C,11427,NDTV,EQ,1980-01-01 00:00:00,XX,0,Z,INE155G01029,NDTV LTD
N,C,11435,SPANDANA,EQ,1980-01-01 00:00:00,XX,0,B,INE572J01011,SPANDANA SPHOORTY FIN LTD
N,C,11439,BANKBEES,EQ,1980-01-01 00:00:00,XX,0,A,INF204KB15I9,NIP IND ETF BANK BEES
N,C,11441,LICNETFSEN,EQ,1980-01-01 00:00:00,XX,0,Z,INF767K01OT5,LICNAMC - LICNFESGP
N,C,11445,PILANIINVS,EQ,1980-01-01 00:00:00,XX,0,B,INE417C01014,PILANI INV & IND COR LTD
N,C,11446,SPICEJET,EQ,1980-01-01 00:00:00,XX,0,C,INE285B01017,SPICEJET LIMITED
N,C,11452,CCL,EQ,1980-01-01 00:00:00,XX,0,B,INE421D01022,CCL PRODUCTS (I) LTD
N,C,11457,KOTAKNV20,EQ,1980-01-01 00:00:00,XX,0,E,INF174K01Z71,KOTAKMAMC - KTKNV20ETF
N,C,11460,JPASSOCIAT,EQ,1980-01-01 00:00:00,XX,0,Z,INE455F01025,JAIPRAKASH ASSOCIATES LTD
N,C,11471,EXCELINDUS,EQ,1980-01-01 00:00:00,XX,0,C,INE369A01029,EXCEL INDUSTRIES LTD
N,C,11480,KRIDHANINF,EQ,1980-01-01 00:00:00,XX,0,Z,INE524L01026,KRIDHAN INFRA LIMITED
N,C,11483,LT,EQ,1980-01-01 00:00:00,XX,0,E,INE018A01030,LARSEN & TOUBRO LTD.
N,C,11491,APARINDS,EQ,1980-01-01 00:00:00,XX,0,C,INE372A01015,APAR INDUSTRIES LTD.
N,C,11496,AMBICAAGAR,EQ,1980-01-01 00:00:00,XX,0,Z,INE792B01012,AMBICA AGAR & AROMAINDLTD
N,C,11511,CENTEXT,EQ,1980-01-01 00:00:00,XX,0,Z,INE281A01026,CENTURY EXTRUSIONS LTD
N,C,11522,NIITLTD,EQ,1980-01-01 00:00:00,XX,0,B,INE161A01038,NIIT LIMITED
N,C,11532,ULTRACEMCO,EQ,1980-01-01 00:00:00,XX,0,E,INE481G01011,ULTRATECH CEMENT LIMITED
N,C,11536,TCS,EQ,1980-01-01 00:00:00,XX,0,E,INE467B01029,TATA CONSULTANCY SERV LT
N,C,11543,COFORGE,EQ,1980-01-01 00:00:00,XX,0,B,INE591G01017,COFORGE LIMITED
N,C,11549,TEXINFRA,EQ,1980-01-01 00:00:00,XX,0,D,INE435C01024,TEXMACO INFRA & HOLDG LTD
N,C,11573,FORCEMOT,EQ,1980-01-01 00:00:00,XX,0,C,INE451A01017,FORCE MOTORS LIMITED
N,C,11580,WESTLIFE,EQ,1980-01-01 00:00:00,XX,0,B,INE274F01020,WESTLIFE DEVELOPMENT LTD
N,C,11581,GULFPETRO,EQ,1980-01-01 00:00:00,XX,0,Z,INE586G01017,GP PETROLEUMS LIMITED
N,C,11591,HDFCNIFETF,EQ,1980-01-01 00:00:00,XX,0,E,INF179KC1965,HDFCAMC - HDFCNIFETF
N,C,11593,HDFCSENETF,EQ,1980-01-01 00:00:00,XX,0,E,INF179KC1973,HDFCAMC - HDFCSENETF
N,C,11596,LINCOLN,EQ,1980-01-01 00:00:00,XX,0,D,INE405C01035,LINCOLN PHARMA LTD
N,C,11602,INDSWFTLTD,EQ,1980-01-01 00:00:00,XX,0,Z,INE788B01028,IND-SWIFT LIMITED
N,C,11606,GUFICBIO,EQ,1980-01-01 00:00:00,XX,0,C,INE742B01025,GUFIC BIOSCIENCES LTD.
N,C,11618,ASTRAMICRO,EQ,1980-01-01 00:00:00,XX,0,C,INE386C01029,ASTRA MICROWAVE LTD
N,C,11625,EBANK,EQ,1980-01-01 00:00:00,XX,0,Z,INF754K01EL1,EDELWEISS ETF-NIFTY BANK
N,C,11626,WELENT,EQ,1980-01-01 00:00:00,XX,0,C,INE625G01013,WELSPUN ENTERPRISES LTD.
N,C,11630,NTPC,EQ,1980-01-01 00:00:00,XX,0,E,INE733E01010,NTPC LTD
N,C,11634,SALSTEEL,EQ,1980-01-01 00:00:00,XX,0,Z,INE658G01014,S.A.L. STEEL LTD.
N,C,11647,KOTARISUG,EQ,1980-01-01 00:00:00,XX,0,Z,INE419A01022,KOTHARI SUG & CHEM LTD.
N,C,11654,LALPATHLAB,EQ,1980-01-01 00:00:00,XX,0,B,INE600L01024,DR. LAL PATH LABS LTD.
N,C,11655,JBMA,EQ,1980-01-01 00:00:00,XX,0,C,INE927D01028,JBM AUTO LIMITED
N,C,11662,BCP,EQ,1980-01-01 00:00:00,XX,0,Z,INE905P01028,B.C. POWER CONTROLS LTD
N,C,11667,DWARKESH,EQ,1980-01-01 00:00:00,XX,0,C,INE366A01041,DWARIKESH SUGAR IND LTD
N,C,11671,PRESSMN,EQ,1980-01-01 00:00:00,XX,0,Z,INE980A01023,PRESSMAN ADVERTISING LTD
N,C,11677,INDOCO,EQ,1980-01-01 00:00:00,XX,0,B,INE873D01024,INDOCO REMEDIES LTD.
N,C,11689,SUPRAJIT,EQ,1980-01-01 00:00:00,XX,0,B,INE399C01030,SUPRAJIT ENGINEERING LTD
N,C,11699,PATELENG,EQ,1980-01-01 00:00:00,XX,0,D,INE244B01030,PATEL ENGINEERING LTD.
N,C,11703,ALKEM,EQ,1980-01-01 00:00:00,XX,0,A,INE540L01014,ALKEM LABORATORIES LTD.
N,C,11705,XCHANGING,EQ,1980-01-01 00:00:00,XX,0,D,INE692G01013,XCHANGING SOLUTIONS LTD
N,C,11723,JSWSTEEL,EQ,1980-01-01 00:00:00,XX,0,E,INE019A01038,JSW STEEL LIMITED
N,C,11731,CONSOFINVT,EQ,1980-01-01 00:00:00,XX,0,Z,INE025A01027,CONSO. FIN. & HOLD. LTD.
N,C,11735,GDL,EQ,1980-01-01 00:00:00,XX,0,C,INE852F01015,GATEWAY DISTRIPARKS LTD.
N,C,11739,SHRIRAMCIT,EQ,1980-01-01 00:00:00,XX,0,B,INE722A01011,SHRIRAM CITYUNI FIN.LTD.
N,C,11743,JINDALPHOT,EQ,1980-01-01 00:00:00,XX,0,Z,INE796G01012,JINDAL PHOTO LIMITED
N,C,11763,JPPOWER,EQ,1980-01-01 00:00:00,XX,0,Z,INE351F01018,JAIPRAKASH POWER VEN. LTD
N,C,11773,VISHAL,EQ,1980-01-01 00:00:00,XX,0,Z,INE755Q01025,VISHAL FABRICS LIMITED
N,C,11778,GOKEX,EQ,1980-01-01 00:00:00,XX,0,D,INE887G01027,GOKALDAS EXPORTS LTD.
N,C,11782,EVEREADY,EQ,1980-01-01 00:00:00,XX,0,B,INE128A01029,EVEREADY INDS. IND.  LTD.
N,C,11794,SAKSOFT,EQ,1980-01-01 00:00:00,XX,0,D,INE667G01015,SAKSOFT LIMITED
N,C,11798,ALLSEC,EQ,1980-01-01 00:00:00,XX,0,Z,INE835G01018,ALLSEC TECHNOLOGIES LTD
N,C,11809,IIFL,EQ,1980-01-01 00:00:00,XX,0,C,INE530B01024,IIFL FINANCE LIMITED
N,C,11813,SHOPERSTOP,EQ,1980-01-01 00:00:00,XX,0,C,INE498B01024,SHOPPERS STOP LIMITED
N,C,11817,MANGALAM,EQ,1980-01-01 00:00:00,XX,0,Z,INE584F01014,MANGALAM DRUG & CHEM LTD
N,C,11821,WELCORP,EQ,1980-01-01 00:00:00,XX,0,B,INE191B01025,WELSPUN CORP LIMITED
N,C,11840,NH,EQ,1980-01-01 00:00:00,XX,0,B,INE410P01011,NARAYANA HRUDAYALAYA LTD.
N,C,11841,KENNAMET,EQ,1980-01-01 00:00:00,XX,0,C,INE717A01029,KENNAMETAL INDIA LIMITED
N,C,11842,CYBERMEDIA,EQ,1980-01-01 00:00:00,XX,0,Z,INE278G01037,CYBER MEDIA (INDIA) LTD.
N,C,11852,SURYALAXMI,EQ,1980-01-01 00:00:00,XX,0,Z,INE713B01026,SURYALAKSHMI COT MIL LTD
N,C,11860,JKPAPER,EQ,1980-01-01 00:00:00,XX,0,B,INE789E01012,JK PAPER LIMITED
N,C,11864,PRIMESECU,EQ,1980-01-01 00:00:00,XX,0,Z,INE032B01021,PRIME SECURITIES LIMITED
N,C,11868,63MOONS,EQ,1980-01-01 00:00:00,XX,0,Z,INE111B01023,63 MOONS TECHNOLOGIES LTD
N,C,11872,GRANULES,EQ,1980-01-01 00:00:00,XX,0,B,INE101D01020,GRANULES INDIA LIMITED
N,C,11876,MERCATOR,EQ,1980-01-01 00:00:00,XX,0,Z,INE934B01028,MERCATOR LIMITED
N,C,11880,JSWHL,EQ,1980-01-01 00:00:00,XX,0,C,INE824G01012,JSW HOLDINGS LIMITED
N,C,11884,MANINDS,EQ,1980-01-01 00:00:00,XX,0,D,INE993A01026,MAN INDUSTRIES (I) LTD.
N,C,11892,VHL,EQ,1980-01-01 00:00:00,XX,0,Z,INE701A01023,VARDHMAN HOLDINGS LIMITED
N,C,11896,GEOJITFSL,EQ,1980-01-01 00:00:00,XX,0,C,INE007B01023,GEOJIT FINANCIAL SER L
N,C,11905,GENUSPOWER,EQ,1980-01-01 00:00:00,XX,0,C,INE955D01029,GENUS POWER INFRASTRU LTD
N,C,11909,SWELECTES,EQ,1980-01-01 00:00:00,XX,0,Z,INE409B01013,SWELECT ENERGY SYS LTD
N,C,11915,YESBANK,EQ,1980-01-01 00:00:00,XX,0,B,INE528G01035,YES BANK LIMITED
N,C,11919,MSPL,EQ,1980-01-01 00:00:00,XX,0,Z,INE752G01015,MSP STEEL & POWER LTD.
N,C,11927,NECLIFE,EQ,1980-01-01 00:00:00,XX,0,D,INE023H01027,NECTAR LIFESCIENCES LTD.
N,C,11935,SPLIL,EQ,1980-01-01 00:00:00,XX,0,Z,INE978G01016,SPL INDUSTRIES LIMITED
N,C,11943,MCLEODRUSS,EQ,1980-01-01 00:00:00,XX,0,Z,INE942G01012,MCLEOD RUSSEL INDIA LTD.
N,C,11957,IDFC,EQ,1980-01-01 00:00:00,XX,0,B,INE043D01016,IDFC LIMITED
N,C,11961,REVATHI,EQ,1980-01-01 00:00:00,XX,0,Z,INE617A01013,REVATHI EQUIPMENT LTD
N,C,11965,VIVIMEDLAB,EQ,1980-01-01 00:00:00,XX,0,Z,INE526G01021,VIVIMED LABS LIMITED
N,C,11971,GOLDIAM,EQ,1980-01-01 00:00:00,XX,0,C,INE025B01017,GOLDIAM INTERNATIONAL LTD
N,C,11975,RML,EQ,1980-01-01 00:00:00,XX,0,D,INE050H01012,RANE (MADRAS) LIMITED
N,C,11979,HTMEDIA,EQ,1980-01-01 00:00:00,XX,0,D,INE501G01024,HT MEDIA LIMITED
N,C,11983,SASKEN,EQ,1980-01-01 00:00:00,XX,0,C,INE231F01020,SASKEN TECHNOLOGIES LTD
N,C,11987,ICIL,EQ,1980-01-01 00:00:00,XX,0,C,INE483B01026,INDO COUNT INDUSTRIES LTD
N,C,12009,IMPAL,EQ,1980-01-01 00:00:00,XX,0,D,INE547E01014,IND MOTOR PART & ACC LTD
N,C,12018,SUZLON,EQ,1980-01-01 00:00:00,XX,0,Z,INE040H01021,SUZLON ENERGY LIMITED
N,C,12022,AURIONPRO,EQ,1980-01-01 00:00:00,XX,0,Z,INE132H01018,AURIONPRO SOLN LTD
N,C,12026,RENUKA,EQ,1980-01-01 00:00:00,XX,0,Z,INE087H01022,SHREE RENUKA SUGARS LTD
N,C,12034,BASML,EQ,1980-01-01 00:00:00,XX,0,Z,INE186H01022,BANNARI AM SPIN MILL LTD.
N,C,12052,JUMPNET,EQ,1980-01-01 00:00:00,XX,0,Z,INE974C01022,JUMP NETWORKS LIMITED
N,C,12124,DOLAT,EQ,1980-01-01 00:00:00,XX,0,C,INE966A01022,DOLAT INVESTMENTS LTD
N,C,12148,VIKASPROP,EQ,1980-01-01 00:00:00,XX,0,Z,INE767B01022,VIKAS PROP & GRANITE LTD
N,C,12173,HNDFDS,EQ,1980-01-01 00:00:00,XX,0,D,INE254N01018,HINDUSTAN FOODS LIMITED
N,C,12231,OCCL,EQ,1980-01-01 00:00:00,XX,0,C,INE321D01016,ORIENTAL CARBN & CHEM LTD
N,C,12304,JSLHISAR,EQ,1980-01-01 00:00:00,XX,0,C,INE455T01018,JINDAL STAINLESS (H) LTD
N,C,12489,SWSOLAR,EQ,1980-01-01 00:00:00,XX,0,C,INE00M201021,STERLING & WILSON SO LTD
N,C,12603,PRECAM,EQ,1980-01-01 00:00:00,XX,0,D,INE484I01029,PRECISION CAMSHAFTS LTD.
N,C,12686,MBAPL,EQ,1980-01-01 00:00:00,XX,0,Z,INE900L01010,MADHYA BHARAT AGRO P. LTD
N,C,12716,TEAMLEASE,EQ,1980-01-01 00:00:00,XX,0,B,INE985S01024,TEAMLEASE SERVICES LTD.
N,C,12847,KRISHANA,EQ,1980-01-01 00:00:00,XX,0,Z,INE506W01012,KRISHANA PHOSCHEM LIMITED
N,C,12978,NPBET,EQ,1980-01-01 00:00:00,XX,0,Z,INF277K010X4,TATAAML - NPBET
N,C,13035,SAFARI,EQ,1980-01-01 00:00:00,XX,0,D,INE429E01023,SAFARI IND (INDIA) LTD
N,C,13055,PBAINFRA,EQ,1980-01-01 00:00:00,XX,0,Z,INE160H01019,PBA INFRASTRUCTURE LTD.
N,C,13061,IIFLWAM,EQ,1980-01-01 00:00:00,XX,0,B,INE466L01020,IIFL WEALTH MGMT LTD
N,C,13072,IIFLSEC,EQ,1980-01-01 00:00:00,XX,0,C,INE489L01022,IIFL SECURITIES LIMITED
N,C,13076,SORILINFRA,EQ,1980-01-01 00:00:00,XX,0,Z,INE034H01016,SORIL INFRA RESOURCES LTD
N,C,13081,TRIVENI,EQ,1980-01-01 00:00:00,XX,0,B,INE256C01024,TRIVENI ENGG. & INDS. LTD
N,C,13086,AIAENG,EQ,1980-01-01 00:00:00,XX,0,B,INE212H01026,AIA ENGINEERING LIMITED
N,C,13091,EKC,EQ,1980-01-01 00:00:00,XX,0,Z,INE184H01027,EVEREST KANTO CYLINDERLTD
N,C,13101,VIMTALABS,EQ,1980-01-01 00:00:00,XX,0,D,INE579C01029,VIMTA LABS LIMITED
N,C,13106,NAHARINDUS,EQ,1980-01-01 00:00:00,XX,0,Z,INE289A01011,NAHAR INDS ENT LTD
N,C,13111,ORIENTABRA,EQ,1980-01-01 00:00:00,XX,0,Z,INE569C01020,ORIENT ABRASIVE LTD
N,C,13116,QUICKHEAL,EQ,1980-01-01 00:00:00,XX,0,C,INE306L01010,QUICK HEAL TECH LTD
N,C,13126,REPRO,EQ,1980-01-01 00:00:00,XX,0,D,INE461B01014,REPRO INDIA LIMITED
N,C,13147,PVR,EQ,1980-01-01 00:00:00,XX,0,B,INE191H01014,PVR LIMITED
N,C,13162,CELEBRITY,EQ,1980-01-01 00:00:00,XX,0,Z,INE185H01016,CELEBRITY FASHIONS LTD
N,C,13175,NITINSPIN,EQ,1980-01-01 00:00:00,XX,0,D,INE229H01012,NITIN SPINNERS LIMITED
N,C,13187,RCOM,EQ,1980-01-01 00:00:00,XX,0,Z,INE330H01018,RELIANCE COMMUNICATIONS L
N,C,13192,ENIL,EQ,1980-01-01 00:00:00,XX,0,D,INE265F01028,ENTERTAIN NET. IND. LTD.
N,C,13197,GSPL,EQ,1980-01-01 00:00:00,XX,0,B,INE246F01010,GUJARAT STATE PETRO LTD
N,C,13211,JAGRAN,EQ,1980-01-01 00:00:00,XX,0,C,INE199G01027,JAGRAN PRAKASHAN LIMITED
N,C,13221,INOXLEISUR,EQ,1980-01-01 00:00:00,XX,0,B,INE312H01016,INOX LEISURE LIMITED
N,C,13236,SADBHAV,EQ,1980-01-01 00:00:00,XX,0,C,INE226H01026,SADBHAV ENGINEERING LTD
N,C,13251,SAKUMA,EQ,1980-01-01 00:00:00,XX,0,Z,INE190H01024,SAKUMA EXPORTS LIMITED
N,C,13260,KEC,EQ,1980-01-01 00:00:00,XX,0,B,INE389H01022,KEC INTL. LIMITED
N,C,13270,JKCEMENT,EQ,1980-01-01 00:00:00,XX,0,A,INE823G01014,JK CEMENT LIMITED
N,C,13275,INDOTECH,EQ,1980-01-01 00:00:00,XX,0,Z,INE332H01014,INDO TECH TRANSFORM LTD.
N,C,13285,M&MFIN,EQ,1980-01-01 00:00:00,XX,0,B,INE774D01024,M&M FIN. SERVICES LTD
N,C,13290,BLKASHYAP,EQ,1980-01-01 00:00:00,XX,0,Z,INE350H01032,B.L.KASHYAP & SON LTD
N,C,13300,NITCO,EQ,1980-01-01 00:00:00,XX,0,Z,INE858F01012,NITCO LIMITED
N,C,13305,CENTURYPLY,EQ,1980-01-01 00:00:00,XX,0,B,INE348B01021,CENTURY PLYBOARDS (I) LTD
N,C,13310,KEI,EQ,1980-01-01 00:00:00,XX,0,B,INE878B01027,KEI INDUSTRIES LTD.
N,C,13332,SOLARINDS,EQ,1980-01-01 00:00:00,XX,0,B,INE343H01029,SOLAR INDUSTRIES (I) LTD
N,C,13337,GALLANTT,EQ,1980-01-01 00:00:00,XX,0,D,INE297H01019,GALLANTT METAL LIMITED
N,C,13342,VAKRANGEE,EQ,1980-01-01 00:00:00,XX,0,C,INE051B01021,VAKRANGEE LIMITED
N,C,13352,MALUPAPER,EQ,1980-01-01 00:00:00,XX,0,Z,INE383H01017,MALU PAPER MILLS LIMITED
N,C,13367,SGL,EQ,1980-01-01 00:00:00,XX,0,Z,INE353H01010,STL GLOBAL LIMITED
N,C,13376,UTTAMSUGAR,EQ,1980-01-01 00:00:00,XX,0,Z,INE786F01031,UTTAM SUGAR MILLS LTD.
N,C,13381,KKCL,EQ,1980-01-01 00:00:00,XX,0,Z,INE401H01017,KEWAL KIRAN CLOTHING LTD
N,C,13400,BHAGERIA,EQ,1980-01-01 00:00:00,XX,0,C,INE354C01027,BHAGERIA INDUSTRIES LTD
N,C,13404,SUNTV,EQ,1980-01-01 00:00:00,XX,0,B,INE424H01027,SUN TV NETWORK LIMITED
N,C,13409,GPIL,EQ,1980-01-01 00:00:00,XX,0,C,INE177H01021,GODAWARI POW & ISP LTD
N,C,13414,RSYSTEMS,EQ,1980-01-01 00:00:00,XX,0,D,INE411H01032,R SYS INTERNATIONAL LTD
N,C,13421,EMKAY,EQ,1980-01-01 00:00:00,XX,0,Z,INE296H01011,EMKAY GLOBAL FIN SERV LTD
N,C,13430,KELLTONTEC,EQ,1980-01-01 00:00:00,XX,0,D,INE164B01022,KELLTON TECH SOL LTD
N,C,13436,LOKESHMACH,EQ,1980-01-01 00:00:00,XX,0,Z,INE397H01017,LOKESH MACHINES LTD
N,C,13441,BALPHARMA,EQ,1980-01-01 00:00:00,XX,0,Z,INE083D01012,BAL PHARMA LTD.
N,C,13451,RATNAMANI,EQ,1980-01-01 00:00:00,XX,0,B,INE703B01027,RATNAMANI MET & TUB LTD.
N,C,13457,KAMDHENU,EQ,1980-01-01 00:00:00,XX,0,D,INE390H01012,KAMDHENU LIMITED
N,C,13463,PIONEEREMB,EQ,1980-01-01 00:00:00,XX,0,Z,INE156C01018,PIONEER EMBROIDERIES LTD
N,C,13473,GTNTEX,EQ,1980-01-01 00:00:00,XX,0,Z,INE302H01017,GTN TEXTILES LIMITED
N,C,13491,JKLAKSHMI,EQ,1980-01-01 00:00:00,XX,0,B,INE786A01032,JK LAKSHMI CEMENT LTD
N,C,13496,PFOCUS,EQ,1980-01-01 00:00:00,XX,0,Z,INE367G01038,PRIME FOCUS LIMITED
N,C,13501,ALLCARGO,EQ,1980-01-01 00:00:00,XX,0,B,INE418H01029,ALLCARGO LOGISTICS LTD
N,C,13510,AKASH,EQ,1980-01-01 00:00:00,XX,0,Z,INE737W01013,AKASH INFRA-PROJECTS LTD
N,C,13511,MUNJALAU,EQ,1980-01-01 00:00:00,XX,0,D,INE672B01032,MUNJAL AUTO IND. LTD.
N,C,13517,EMAMILTD,EQ,1980-01-01 00:00:00,XX,0,B,INE548C01032,EMAMI LIMITED
N,C,13522,NECCLTD,EQ,1980-01-01 00:00:00,XX,0,Z,INE553C01016,NORTH EAST CARRY CORP LTD
N,C,13528,GMRINFRA,EQ,1980-01-01 00:00:00,XX,0,B,INE776C01039,GMR INFRASTRUCTURE LTD.
N,C,13536,VIDHIING,EQ,1980-01-01 00:00:00,XX,0,D,INE632C01026,VIDHI SPCLTY F INGRDNTS L
N,C,13538,TECHM,EQ,1980-01-01 00:00:00,XX,0,E,INE669C01036,TECH MAHINDRA LIMITED
N,C,13560,GRINDWELL,EQ,1980-01-01 00:00:00,XX,0,B,INE536A01023,GRINDWELL NORTON LIMITED
N,C,13565,RAMANEWS,EQ,1980-01-01 00:00:00,XX,0,Z,INE278B01020,SHREE RAMA NEWSPRINT LTD
N,C,13572,MANUGRAPH,EQ,1980-01-01 00:00:00,XX,0,Z,INE867A01022,MANUGRAPH INDIA LIMITED
N,C,13577,VOLTAMP,EQ,1980-01-01 00:00:00,XX,0,C,INE540H01012,VOLTAMP TRANSFORMERS LTD
N,C,13587,ACE,EQ,1980-01-01 00:00:00,XX,0,C,INE731H01025,ACTION CONST EQUIP LTD
N,C,13592,HOVS,EQ,1980-01-01 00:00:00,XX,0,Z,INE596H01014,HOV SERVICES LTD
N,C,13598,SELAN,EQ,1980-01-01 00:00:00,XX,0,Z,INE818A01017,SELAN EXPLO. TECH LTD
N,C,13611,IRCTC,EQ,1980-01-01 00:00:00,XX,0,B,INE335Y01020,INDIAN RAIL TOUR CORP LTD
N,C,13637,JMFINANCIL,EQ,1980-01-01 00:00:00,XX,0,B,INE780C01023,JM FINANCIAL LIMITED
N,C,13643,ELECON,EQ,1980-01-01 00:00:00,XX,0,D,INE205B01023,ELECON ENG. CO. LTD
N,C,13648,TALBROAUTO,EQ,1980-01-01 00:00:00,XX,0,Z,INE187D01011,TALBROS AUTO. COMP. LTD
N,C,13656,ALICON,EQ,1980-01-01 00:00:00,XX,0,D,INE062D01024,ALICON CASTALLOY LIMITED
N,C,13658,GEECEE,EQ,1980-01-01 00:00:00,XX,0,Z,INE916G01016,GEECEE VENTURES LIMITED
N,C,13821,RUCHIRA,EQ,1980-01-01 00:00:00,XX,0,Z,INE803H01014,RUCHIRA PAPERS LIMITED
N,C,13826,SOBHA,EQ,1980-01-01 00:00:00,XX,0,B,INE671H01015,SOBHA LIMITED
N,C,13844,MMFL,EQ,1980-01-01 00:00:00,XX,0,D,INE227C01017,MM FORGINGS LTD
N,C,13859,VENUSREM,EQ,1980-01-01 00:00:00,XX,0,Z,INE411B01019,VENUS REMEDIES LIMITED
N,C,13870,KUANTUM,EQ,1980-01-01 00:00:00,XX,0,Z,INE529I01021,KUANTUM PAPERS LIMITED
N,C,13875,JINDRILL,EQ,1980-01-01 00:00:00,XX,0,Z,INE742C01031,JINDAL DRILLING IND. LTD
N,C,13880,BANCOINDIA,EQ,1980-01-01 00:00:00,XX,0,C,INE213C01025,BANCO PRODUCTS (I) LTD
N,C,13890,HIRECT,EQ,1980-01-01 00:00:00,XX,0,Z,INE835D01023,HIND RECTIFIER LIMITED
